Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health and Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2736,Porter,8565959,56118,2627.48,552,59297.48,10832.91,11935.8,4822.51,42258.56,101556.04
Calendar,2019,7,General City Responsibilities,232048,,790,"SEIU, Local 1021, Misc",3600,Library,3616,Library Technical Assistant 1,8535400,25611.22,0,551.24,26162.46,5010.14,6161.32,2174.76,17091.2,43253.66
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8547817,106882.75,0,20637.93,127520.68,22282.69,14660.12,2102.38,56640.33,184161.01
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8584548,118202.53,0,10373.46,128575.99,24297.05,14660.14,2268.87,58821.12,187397.11
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8592281,13720.71,0,1476.25,15196.96,0,0,742.05,742.05,15939.01
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2305,Psychiatric Technician,8519359,73272.53,474.76,0,73747.29,14031.86,11417.54,6374,46259.24,120006.53
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8214,Parking Control Officer,8574031,62481,14639.94,4950.16,82071.1,12839.34,11935.8,6624,46066.44,128137.54
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8606329,24012.92,6012.27,3786.73,33811.92,4633.54,3851.52,2615.04,16751.18,50563.1
Calendar,2019,7,General City Responsibilities,229238,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5291,Planner 3,8591621,37740.01,0,0,37740.01,7212.1,11950.58,2986.65,21779.91,59519.92
Calendar,2019,7,General City Responsibilities,232303,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1404,Clerk,8572737,0,49.61,0,49.61,0,0,3.84,3.84,53.45
Calendar,2019,5,Culture & Recreation,REC,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,8586421,96432.05,0,0,96432.05,18433.91,11950.58,7369.93,52421.4,148853.45
Calendar,2019,4,Community Health,DPH,,351,"Municipal Exec Assoc, Misc",900,Management,933,Manager V,8535273,77138.83,0,0,77138.83,14363.28,11950.6,9593.91,36694.85,113833.68
Calendar,2019,5,Culture & Recreation,REC,,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,8604885,41688.9,19.13,20,41728.03,8074.5,11950.62,3292.95,28413.99,70142.02
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2800,Public Health,2830,Public Health Nurse,8565015,113898.14,0,0,113898.14,21212.12,8944.92,8533,52164.98,166063.12
Calendar,2019,7,General City Responsibilities,232048,,790,"SEIU, Local 1021, Misc",3600,Library,3610,Library Assistant,8556209,44005.55,3.6,396,44405.15,8742.25,11950.64,3562.91,31404.4,75809.55
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2736,Porter,8519483,56118,24284.95,0,80402.95,10727.53,11950.6,6447.1,43792.21,124195.16
Calendar,2019,7,General City Responsibilities,240658,,858,"Teamsters, Local 856, Spv RN",2300,Nursing,2322,Nurse Manager,8511733,188099.91,0,34628.22,222728.13,38539.88,11521.2,10433.48,75172.78,297900.91
Calendar,2019,7,General City Responsibilities,102644,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5207,Assoc Engineer,8565266,104241.73,0,4766.49,109008.22,20322.87,11980.16,8684.44,54005.77,163013.99
Calendar,2019,7,General City Responsibilities,208646,,130,"Auto Machinist, Local 1414",7300,Journeyman Trade,7313,Automotive Machinist,8502184,62326.82,484.42,456.53,63267.77,12525.32,11950.62,5141.64,37807.26,101075.03
Calendar,2019,7,General City Responsibilities,102644,,790,"SEIU, Local 1021, Misc",1800,"Budget, Admn & Stats Analysis",1842,Management Assistant,8571251,79962.01,0,0,79962.01,15285.49,11935.78,6496.19,48384.78,128346.79
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8201,School Crossing Guard,8529331,9263.95,0,0,9263.95,0,0,719.03,719.03,9982.98
Calendar,2019,1,Public Protection,CRT,,792,Utd Pub EmpL790 SEIU-Crt Clrks,0,Untitled,430C,Deputy Court Clerk III,8554631,74625.01,0,0,74625.01,14265.32,11950.62,6133.04,47015.96,121640.97
Calendar,2019,1,Public Protection,SHF,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8302,Deputy Sheriff 1,8526432,55396.52,1944.38,6503,63843.9,11772.79,0,4955.32,16728.11,80572.01
Calendar,2019,7,General City Responsibilities,232082,,21,"Prof & Tech Eng, Local 21",8100,Legal & Court,8173,Legal Assistant,8535299,74266.85,0,0,74266.85,14196.58,11935.74,5972.97,46772.69,121039.54
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q003,Police Officer 2,8506889,62488.62,18738.71,1688.21,82915.54,11972.8,11639.62,1361.12,30395.64,113311.18
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8511986,64175.59,0,2229.42,66405.01,0,0,4872.79,4872.79,71277.8
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8584428,97868.84,8896.5,16333.76,123099.1,20290.88,14304.8,2083.56,51912.88,175011.98
Calendar,2019,1,Public Protection,JUV,,856,"Teamsters, Local 856,MultiUnit",8300,Correction & Detention,8322,"Sr Counselor, JH & LGR (PERS)",8524468,76496.35,17116.99,1369.11,94982.45,25120.19,11935.78,1926.17,49832.54,144814.99
Calendar,2019,7,General City Responsibilities,229982,,22,"Prof & Tech Eng, Local 21",1200,Personnel,1241,Human Resources Analyst,8549304,90689.02,0,0,90689.02,17335.97,11950.64,7331.37,51284.9,141973.92
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,6,"Electrical Workers, Local 6",7400,Skilled Labor,7432,Electrical Line Helper,8512310,0,14.58,0,14.58,0,0,1.12,1.12,15.7
Calendar,2019,7,General City Responsibilities,232331,,790,"SEIU, Local 1021, Misc",8300,Correction & Detention,8300,Sheriff's Cadet,8526931,27212.63,0,305.77,27518.4,6185.07,11269.44,2261.39,23218.2,50736.6
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,261,"Laborers, Local 261",7400,Skilled Labor,7458,Switch Repairer,8532746,3435.63,159.33,0,3594.96,661.36,0,279.28,940.64,4535.6
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7341,Statnry Eng Water Treat Plant,8542989,93060.3,12845.5,9184.49,115090.29,19545.91,11935.8,9013.76,55162.81,170253.1
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q004,Police Officer 3,8577219,111777.34,0,3352.8,115130.14,20624.79,11787.72,1514.44,47918.65,163048.79
Calendar,2019,7,General City Responsibilities,102644,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1444,Secretary 1,8551517,58369.03,40.07,552,58961.1,11263.26,11935.78,4841.54,42707.96,101669.06
Calendar,2019,7,General City Responsibilities,229238,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,8535240,97168.98,0,1780,98948.98,19696.31,11935.76,8192.82,54492.27,153441.25
Calendar,2019,6,General Administration & Finance,ADM,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,8514986,84418,32116.43,6767.89,123302.32,16137.22,11935.8,9963.45,52703.81,176006.13
Calendar,2019,7,General City Responsibilities,102644,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5241,Engineer,8603394,55750.06,0,874.58,56624.64,10543.51,11980.1,4614.03,26767.42,83392.06
Calendar,2019,6,General Administration & Finance,CON,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1805,Performance Analyst II,8501700,86506.1,0,0,86506.1,16536.31,11580.44,6970.51,49763.92,136270.02
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q052,Sergeant 3,8506949,130490.48,9089.84,4194.08,143774.4,23600.89,11935.78,2432.7,51567.59,195341.99
Calendar,2019,7,General City Responsibilities,232048,,790,"SEIU, Local 1021, Misc",3600,Library,3610,Library Assistant,8549191,37488.04,216.03,962.8,38666.87,7639.23,10144.26,2987.29,26904.42,65571.29
Calendar,2019,7,General City Responsibilities,230010,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8540821,122446.29,14159.93,11776.04,148382.26,25591.86,14660.14,2445.48,60291.82,208674.08
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,535,"SEIU, Local 1021, Misc",2900,Human Services,2905,HSA Sr Eligibility Worker,10470141,6501,0,0,6501,1461.42,3644.26,501.13,5495.81,11996.81
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8508063,53020.42,198,1711.41,54929.83,0,0,5175.08,5175.08,60104.91
Calendar,2019,6,General Administration & Finance,TTX,,351,"Municipal Exec Assoc, Misc",900,Management,933,Manager V,8565371,157465.24,0,0,157465.24,29329.98,0,29187.35,58517.33,215982.57
Calendar,2019,6,General Administration & Finance,CPC,,323,"Member, Board Or Commission",0,Untitled,112,"BdComm Mbr, Grp3 M=$50/Mtg",8535121,950,0,0,950,0,0,73.73,73.73,1023.73
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,21,"Prof & Tech Eng, Local 21",5300,Sub-Professional Engineering,5381,StdntDsgn Train2/Arch/Eng/Plng,8501741,21990.96,0,0,21990.96,0,0,1706.83,1706.83,23697.79
Calendar,2019,7,General City Responsibilities,240658,,790,"SEIU, Local 1021, Misc",2500,Med Therapy & Auxiliary,2574,Clinical Psychologist,8527695,80945.63,0,0,80945.63,15456.44,9477.96,6570.78,42141.9,123087.53
Calendar,2019,7,General City Responsibilities,240658,,21,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,8565307,104611.5,0,0,104611.5,19478.68,11935.8,8278.03,51468.21,156079.71
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q004,Police Officer 3,8560966,114717.03,32347.92,6181.96,153246.91,20849.74,11935.8,2560.34,50027.66,203274.57
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8565890,128203.94,8934.18,12049.12,149187.24,26183.7,11802.54,8625.78,61282.82,210470.06
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5203,Assistant Engineer,8559658,56956.18,0,0,56956.18,10884.31,11861.74,4530.66,33849.87,90806.05
Calendar,2019,1,Public Protection,FIR,,21,"Prof & Tech Eng, Local 21",5200,Professional Engineering,5215,Fire Protection Engineer,8520193,137225.04,65965.36,0,203190.4,24288.54,11935.78,12571.9,63463.58,266653.98
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q004,Police Officer 3,8506812,114092.5,6469.47,6345.07,126907.04,20475.27,11313.9,2101.84,48430.51,175337.55
Calendar,2019,7,General City Responsibilities,DEM,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8238,Public SafetyComm Disp,8558786,48766.36,31025.72,2323.68,82115.76,10459.13,11876.54,5865.88,30277.45,112393.21
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8525172,36766.42,0.42,0,36766.84,8265.08,0,2925.05,11190.13,47956.97
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8493147,38644.9,4867.95,5836.16,49349.01,0,0,2894.3,2894.3,52243.31
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2303,Patient Care Assistant,8518892,55399,9582.62,0,64981.62,10552.18,11935.76,5404.91,42560.27,107541.89
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q004,Police Officer 3,8506815,22251.46,844.9,1076.05,24172.41,4067.12,4775.26,402.88,9096.88,33269.29
Calendar,2019,1,Public Protection,FIR,,798,"Firefighters,Local 798, Unit 1",H000,Fire Services,H002,Firefighter,8520203,106300.76,16643.78,20878.8,143823.34,22808.09,13919.8,2358.22,57046.67,200870.01
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8592665,30245.92,0,484.02,30729.94,0,0,2024.14,2024.14,32754.08
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8527475,35416.97,8176.33,1029.11,44622.41,8090.19,12528.04,3399.38,33584.31,78206.72
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,790,"SEIU, Local 1021, Misc",9900,Public Service Aide,9922,PS Aide to Prof,8760084,34969.4,0,0,34969.4,2410.32,10395.94,2753.81,27816.59,62785.99
Calendar,2019,7,General City Responsibilities,230001,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8226,Museum Guard,8567169,11621.84,3.2,0,11625.04,0,0,902.28,902.28,12527.32
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8573367,66618.81,333.11,4764.15,71716.07,13546.41,11935.76,5306.84,45874.55,117590.62
Calendar,2019,7,General City Responsibilities,102644,,200,"TWU, Local 200",9100,Street Transit,9139,Transit Supervisor,8543972,90505,892.16,3167,94564.16,17858.67,11935.8,7681.13,52027.6,146591.76
Calendar,2019,7,General City Responsibilities,229042,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,8565061,46113.06,0,0,46113.06,8812.2,11935.82,3465.93,34254.63,80367.69
Calendar,2019,6,General Administration & Finance,BOS,,22,"Prof & Tech Eng, Local 21",1800,"Budget, Admn & Stats Analysis",1835,Legislative Assistant,8980171,41794.24,0,0,41794.24,7538.93,1850.54,3163.42,22060.83,63855.07
Calendar,2019,6,General Administration & Finance,REG,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1410,Chief Clerk,8606285,69749.01,0,456,70205.01,13416.1,11935.82,5562.18,40954.82,111159.83
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",2500,Med Therapy & Auxiliary,2586,Health Worker 2,8559867,42345.26,0,0,42345.26,8092.17,11743.34,3280.08,30746.83,73092.09
Calendar,2019,2,"Public Works, Transportation & Commerce",DPW,,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7333,Aprnt Stationary Engineer II,8524696,73503.19,2373.49,87,75963.68,14061,11935.8,6171.18,46835.3,122798.98
Calendar,2019,1,Public Protection,FIR,,790,"SEIU, Local 1021, Misc",1900,Purchasing & Storekeeping,1936,Senior Storekeeper,8519921,54144.73,5235.58,0,59380.31,10791.56,11935.8,4962.34,42385.88,101766.19
Calendar,2019,7,General City Responsibilities,232031,,790,"SEIU, Local 1021, Misc",8100,Legal & Court,8141,Worker's Compensation Adjuster,8597769,86899,0,552,87451,16717.11,11935.78,7197.11,50517.36,137968.36
Calendar,2019,7,General City Responsibilities,232041,,651,Probation Off Assoc (DPOA),8400,Probation & Parole,8444,Deputy Probation Officer,8557375,98959,9571.85,0,108530.85,30630.28,11935.82,1786.86,59020.28,167551.13
Calendar,2019,4,Community Health,DPH,,250,"SEIU, Local 1021, Misc",2300,Nursing,2312,Licensed Vocational Nurse,8596916,75025.67,4712.09,2413.27,82151.03,14727.64,11950.6,6702.82,48047.98,130199.01
Calendar,2019,7,General City Responsibilities,208646,,21,"Prof & Tech Eng, Local 21",1000,Information Systems,1043,IS Engineer-Senior,8496732,132174.02,0,0,132174.02,24619.09,11950.6,9723.71,60945.96,193119.98
Calendar,2019,7,General City Responsibilities,232300,,104,"Sheet Metal Workers, Local 104",9300,Port Operation,9345,Sheet Metal Supervisor 1,8604891,112534.06,459.28,0,112993.34,20960.94,11950.56,9062.58,56641.08,169634.42
Calendar,2019,3,Human Welfare & Neighborhood Development,HOM,,351,"Municipal Exec Assoc, Misc",900,Management,923,Manager II,8578051,93187,0,0,93187,17359.35,4774.3,13853.39,50875.96,144062.96
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8565657,68413.1,5427.41,5778.38,79583.74,14070.27,12172.72,5890.85,47414.96,126998.7
Calendar,2019,7,General City Responsibilities,228996,,790,"SEIU, Local 1021, Misc",9200,Airport Operation,9212,Aviation Security Analyst,8591425,0,10.2,0,10.2,0,0,0.81,0.81,11.01
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q002,Police Officer,8507251,77613.11,8829.7,4687.89,91130.7,14979.99,11787.76,1572.59,43011.54,134142.24
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2500,Med Therapy & Auxiliary,2583,Home Health Aide,8532676,45276,25629.32,3275.62,74180.94,10917.47,11935.8,5602.27,43122.94,117303.88
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8513093,127333.49,8351.76,21512.82,157198.07,27662,10603.24,9025.67,60277.29,217475.36
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8576960,81713.65,25808.11,962.37,108484.13,15693.77,11639.7,1834.86,43699.21,152183.34
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8525444,55184.74,13362.14,1116.6,69663.48,10747.21,9640.84,5157.63,40446.14,110109.62
Calendar,2019,1,Public Protection,JUV,,323,"Member, Board Or Commission",0,Untitled,111,"BdComm Mbr, Grp2,M=$25/Mtg",8499658,250,0,0,250,0,0,19.65,19.65,269.65
Calendar,2019,7,General City Responsibilities,102644,,790,"SEIU, Local 1021, Misc",9100,Street Transit,9102,Transit Car Cleaner,8584134,62320,30540.99,10232.98,103093.97,13869.24,11935.8,8289.29,48761.69,151855.66
Calendar,2019,4,Community Health,DPH,,21,"Prof & Tech Eng, Local 21",2800,Public Health,2822,Health Educator,8512144,91872.77,0,0,91872.77,17567.53,11935.86,7284.65,50240.96,142113.73
Calendar,2019,5,Culture & Recreation,REC,,790,"SEIU, Local 1021, Misc",3200,Recreation,3278,Recreation Facility Assistant,9610154,12356.08,0,0,12356.08,2777.64,10159.02,977.81,15031.51,27387.59
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2300,Nursing,2312,Licensed Vocational Nurse,8519050,74882.77,0,1535.88,76418.65,14563.69,11935.8,6187.8,47296.97,123715.62
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q003,Police Officer 2,8576984,115512.53,28969.6,5652.57,150134.7,20991.28,11935.78,2507.6,49813.64,199948.34
Calendar,2019,4,Community Health,DPH,,790,"SEIU, Local 1021, Misc",2500,Med Therapy & Auxiliary,2586,Health Worker 2,8581959,0,8.63,0,8.63,0,0,0.69,0.69,9.32
Calendar,2019,4,Community Health,DPH,,535,"SEIU, Local 1021, Misc",2900,Human Services,2903,Hospital Eligibility Worker,8535801,5808,0,0,5808,1109.9,2387.32,459.04,3882.28,9690.28
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8597831,0,0,0,0,51.98,0,22.25,74.23,74.23
Calendar,2019,2,"Public Works, Transportation & Commerce",PUC,,21,"Prof & Tech Eng, Local 21",6100,Health & Sanitation Inspection,6116,Sprv Wastewater Cont Inspector,8543099,115475.02,15556.68,508.98,131540.68,21508.83,11950.58,9720.05,57846.42,189387.1
Calendar,2019,7,General City Responsibilities,232048,,790,"SEIU, Local 1021, Misc",3600,Library,3602,Library Page,8562444,17491.56,0,198.72,17690.28,4094.5,6057.7,1487.01,15379.29,33069.57
Calendar,2019,7,General City Responsibilities,229994,,790,"SEIU, Local 1021, Misc",9900,Public Service Aide,9920,Publ Svc Aide-Asst to Prof,8543399,36388.32,1.2,0,36389.52,8421.12,11935.8,3014.24,37995.24,74384.76
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,P103,Special Nurse,8540958,58204.74,3258.83,2768.2,64231.77,0,0,5096.08,5096.08,69327.85
Calendar,2019,3,Human Welfare & Neighborhood Development,HSA,,790,"SEIU, Local 1021, Misc",1400,"Clerical, Secretarial & Steno",1404,Clerk,8549446,17566.14,0,0,17566.14,3948.9,7316.22,1380.14,15913.76,33479.9
Calendar,2019,7,General City Responsibilities,228996,,790,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2708,Custodian,8503259,0,117.62,0,117.62,0,0,935.41,935.41,1053.03
Calendar,2019,7,General City Responsibilities,229987,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8238,Public SafetyComm Disp,8598940,42151.55,5781.23,1555.92,49488.7,8938.12,11935.76,4266.31,27185.69,76674.39
Calendar,2019,1,Public Protection,CRT,,933,Court-Judge,0,Untitled,990C,Superior Court Judge,8603700,8371.64,0,6969.38,15341.02,0,0,222.45,222.45,15563.47
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8513675,54096.47,0,0,54096.47,10076.66,0,4198.74,14275.4,68371.87
Calendar,2019,7,General City Responsibilities,232108,,911,POA,Q000,Police Services,Q052,Sergeant 3,8576450,114363.5,9362.9,3250.67,126977.07,22264.77,9418.72,2288.82,48416.25,175393.32
Calendar,2019,6,General Administration & Finance,CAT,,311,Municipal Attorneys Assoc,8100,Legal & Court,8177,Attorney (Civil/Criminal),8546405,162937.01,0,4608.57,167545.58,31207.62,10544,9836.86,64749.46,232295.04
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8208,Park Ranger,8601596,43492.88,2108.63,1871.22,47472.73,9546.15,0,4200.65,13746.8,61219.53
Calendar,2019,5,Culture & Recreation,LIB,,790,"SEIU, Local 1021, Misc",3600,Library,3632,Librarian 2,8531473,93493.44,0,1759.3,95252.74,18208.43,11950.6,7714.05,52525.6,147778.34
Calendar,2019,7,General City Responsibilities,232300,,790,"SEIU, Local 1021, Misc",3200,Recreation,3279,Recreation Leader,9090174,516.38,0,0,516.38,0,0,40.21,40.21,556.59
Calendar,2019,7,General City Responsibilities,102644,,351,"Municipal Exec Assoc, Misc",9100,Street Transit,9177,"Manager III, MTA",8534245,129633.05,0,0,129633.05,24145.62,0,30063.77,54209.39,183842.44
Calendar,2019,2,"Public Works, Transportation & Commerce",AIR,,236,"Carpenters, Local 22",7300,Journeyman Trade,7344,Carpenter,8533077,0,57.01,0,57.01,0,0,4.51,4.51,61.52
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,8519444,126623.3,9540.35,7911.06,144074.71,27385.6,11935.76,9326.48,63315.26,207389.97
Calendar,2019,1,Public Protection,DAT,,790,"SEIU, Local 1021, Misc",8100,Legal & Court,8129,Victim/Witness Investigator 1,8506381,55184.93,479.05,0,55663.98,10561.12,11935.84,4473.11,37025.17,92689.15
Calendar,2019,7,General City Responsibilities,208646,,38,"Plumbers, Local 38",7300,Journeyman Trade,7316,Water Service Inspector,8571753,3617,0,0,3617,691.21,1193.58,290.01,2137.88,5754.88
Calendar,2019,7,General City Responsibilities,208646,,236,"Carpenters, Local 22",7300,Journeyman Trade,7344,Carpenter,8542957,71425.79,64.17,0,71489.96,13894.12,11935.72,5789.74,41510.52,113000.48
Calendar,2019,7,General City Responsibilities,240658,,791,"SEIU, Local 1021, RN",2300,Nursing,2320,Registered Nurse,10100161,32744.8,489.83,907.19,34141.82,6266.02,6236.8,2735.99,15062.19,49204.01
Calendar,2019,7,General City Responsibilities,102644,,253,"TWU, Local 250-A, TransitOpr",9100,Street Transit,9163,Transit Operator,8553424,70201.58,53198.53,5671.53,129071.64,14407.8,12528.02,9666.04,52263.02,181334.66
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q052,Sergeant 3,8577332,58909.87,8374.79,6642.53,73927.19,11031.19,11935.78,1245.05,23843.12,97770.31
Calendar,2019,7,General City Responsibilities,229982,,535,"SEIU, Local 1021, Misc",2900,Human Services,2916,Social Work Specialist,8553151,5719.5,0,0,5719.5,1376.52,1850.04,587.74,3757.06,9476.56
Calendar,2019,7,General City Responsibilities,232048,,22,"Prof & Tech Eng, Local 21",1200,Personnel,1241,Human Resources Analyst,8526895,55326.01,0,0,55326.01,10765.04,2387.14,4426.56,32555.88,87881.89
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q003,Police Officer 2,8560940,100406.52,23458.9,6654.83,130520.25,19250.51,11935.8,2222.16,47931.25,178451.5
Calendar,2019,7,General City Responsibilities,240658,,790,"SEIU, Local 1021, Misc",2400,"Lab, Pharmacy & Med Techs",2454,Clinical Pharmacist,8567047,164954.03,0,0,164954.03,30724.85,11935.78,9919.82,67247.81,232201.84
Calendar,2019,2,"Public Works, Transportation & Commerce",MTA,,200,"TWU, Local 200",9100,Street Transit,9139,Transit Supervisor,8588797,89532.31,38175.61,3175.54,130883.46,17674.19,11639.64,10408.69,54397.68,185281.14
Calendar,2019,4,Community Health,DPH,,791,"SEIU, Local 1021, RN",2300,Nursing,2328,Nurse Practitioner,8559314,7614,0,565.34,8179.34,1522.99,0,633.74,2156.73,10336.07
Calendar,2019,7,General City Responsibilities,232031,,790,"SEIU, Local 1021, Misc",8100,Legal & Court,8165,Worker's Comp Supervisor 1,8586013,97779.01,0,0,97779.01,18691.16,11935.78,7917.75,53226.47,151005.48
Calendar,2019,1,Public Protection,POL,,911,POA,Q000,Police Services,Q002,Police Officer,8595971,80783.55,16840.17,1971.28,99595,15498.96,11861.74,1655.99,43253.41,142848.41
Calendar,2019,1,Public Protection,SHF,,498,Deputy Sheriffs' Assoc (DSA),8300,Correction & Detention,8304,Deputy Sheriff,8586473,45119.66,1379.97,3488,49987.63,16013.84,11595.26,858.2,29046.58,79034.21
Calendar,2019,7,General City Responsibilities,240658,,250,"SEIU, Local 1021, Misc",2700,Housekeeping & Laundry,2736,Porter,8512015,54216.7,3293,0,57509.7,12191.6,11950.62,4659.95,43469.11,100978.81
Calendar,2019,7,General City Responsibilities,232392,,790,"SEIU, Local 1021, Misc",8200,Protection & Apprehension,8207,Bldg & Grounds Patrol Officer,8586381,56531.02,75.99,3436.88,60043.89,11463.75,11950.64,4929.64,42866.77,102910.66
Calendar,2019,2,"Public Works, Transportation & Commerce",DBI,,790,"SEIU, Local 1021, Misc",6300,Construction Inspection,6322,Permit Technician II,8497106,73553.01,0,0,73553.01,14060.28,11935.82,5805.39,46483.23,120036.24
